gisaid id,sequence_name,country,travel_history,sample_date,epi_week,lineage
,England/BRIS-12F40E/2020,UK,,2020-04-11,15.0,B.1.1
,England/BRIS-12E575/2020,UK,,2020-04-20,17.0,B.1.1
,England/BRIS-12E6DC/2020,UK,,2020-04-21,17.0,B.2
,England/BRIS-12EA85/2020,UK,,2020-04-23,17.0,B.1.1
,England/BRIS-12F2B9/2020,UK,,2020-04-13,16.0,B.1.93
,England/BRIS-12F2E6/2020,UK,,2020-04-14,16.0,B.1.1
,England/BRIS-12F116/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12F538/2020,UK,,2020-04-11,15.0,B.1.1
,England/BRIS-12F7C9/2020,UK,,2020-03-10,11.0,B.2
,England/BRIS-12FADF/2020,UK,,2020-04-03,14.0,B.1.1
,England/BRIS-12E9C4/2020,UK,,2020-04-23,17.0,B.3
,England/BRIS-12F5B0/2020,UK,,2020-03-03,10.0,B.1.1
,England/BRIS-12EF77/2020,UK,,2020-04-22,17.0,B.1.1
,England/BRIS-12E7CA/2020,UK,,2020-04-22,17.0,B.1.1.35
,England/BRIS-12E87C/2020,UK,,2020-04-22,17.0,B
,England/BRIS-12EE10/2020,UK,,2020-04-21,17.0,B.2.1
,England/BRIS-12F84E/2020,UK,,2020-03-26,13.0,B.9
,England/BRIS-12FA48/2020,UK,,2020-04-03,14.0,B.1.1
,England/BRIS-12ED13/2020,UK,,2020-04-22,17.0,B.1.1.35
,England/BRIS-12F617/2020,UK,,2020-03-06,10.0,B.1
,England/BRIS-12F6BD/2020,UK,,2020-03-06,10.0,B.1.1
,England/BRIS-12E6CD/2020,UK,,2020-04-21,17.0,B.1.72
,England/BRIS-12ED31/2020,UK,,2020-04-22,17.0,B.1.1
,England/BRIS-12FA93/2020,UK,,2020-04-03,14.0,B.3
,England/BRIS-12EBEC/2020,UK,,2020-04-24,17.0,B.1.1
,England/BRIS-12EF95/2020,UK,,2020-04-22,17.0,B.1.1.44
,England/BRIS-12FAA2/2020,UK,,2020-04-03,14.0,B.1.1.10
,England/BRIS-12F6CC/2020,UK,,2020-03-06,10.0,B.1.1
,England/BRIS-12ED7D/2020,UK,,2020-04-20,17.0,B.1.1
,England/BRIS-12E830/2020,UK,,2020-04-22,17.0,B.1.117
,England/BRIS-12F4D1/2020,UK,,2020-04-13,16.0,B.1
,England/BRIS-12F35C/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12FB63/2020,UK,,2020-04-04,14.0,B.1.1
,England/BRIS-12F9C3/2020,UK,,2020-04-03,14.0,B.1.1.35
,England/BRIS-12F125/2020,UK,,2020-04-13,16.0,B.1.1.35
,England/BRIS-12F732/2020,UK,,2020-03-11,11.0,B.2.1
,England/BRIS-12EF68/2020,UK,,2020-04-25,17.0,B.1.1
,England/BRIS-12F88A/2020,UK,,2020-03-25,13.0,B.1.13
,England/BRIS-12E672/2020,UK,,2020-04-20,17.0,B.1.1.35
,England/BRIS-12E77F/2020,UK,,2020-04-21,17.0,B.27
,England/BRIS-12E733/2020,UK,,2020-04-21,17.0,B.1.1.10
,England/BRIS-12F7AB/2020,UK,,2020-03-07,10.0,B.1.1
,England/BRIS-12F34D/2020,UK,,2020-04-14,16.0,B.1.93
,England/BRIS-12FB27/2020,UK,,2020-04-03,14.0,B.1.1
,England/BRIS-12FAB1/2020,UK,,2020-04-03,14.0,B
,England/BRIS-12E86D/2020,UK,,2020-04-22,17.0,B.1.1
,England/BRIS-12EC70/2020,UK,,2020-04-21,17.0,B.1.1.7
,England/BRIS-12EE5C/2020,UK,,2020-04-22,17.0,B.1.1
,England/BRIS-12E760/2020,UK,,2020-04-21,17.0,B.1.1.44
,England/BRIS-12F723/2020,UK,,2020-03-11,11.0,B.1.1
,England/BRIS-12FB72/2020,UK,,2020-04-04,14.0,B.2.4
,England/BRIS-12E566/2020,UK,,2020-04-20,17.0,B.1.1
,England/BRIS-12E85E/2020,UK,,2020-04-22,17.0,B.1.1
,England/BRIS-12F3A7/2020,UK,,2020-04-13,16.0,B.1
,England/BRIS-12ECF8/2020,UK,,2020-04-22,17.0,B.1.1.35
,England/BRIS-12FA0C/2020,UK,,2020-04-03,14.0,B.1.1.35
,England/BRIS-12EB28/2020,UK,,2020-04-24,17.0,B.1
,England/BRIS-12F2D7/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12F2C8/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12EC8F/2020,UK,,2020-04-22,17.0,B.2.1
,England/BRIS-12F468/2020,UK,,2020-04-13,16.0,B.1.1.10
,England/BRIS-12E6EB/2020,UK,,2020-04-20,17.0,B.1.1
,England/BRIS-12E50C/2020,UK,,2020-04-21,17.0,B.1.13
,England/BRIS-12F1F8/2020,UK,,2020-04-11,15.0,B.1.1
,England/BRIS-12E548/2020,UK,,2020-04-20,17.0,B
,England/BRIS-12F398/2020,UK,,2020-04-11,15.0,B.1.81
,England/BRIS-12F7F6/2020,UK,,2020-03-10,11.0,B
,England/BRIS-12E645/2020,UK,,2020-04-21,17.0,B.2
,England/BRIS-12EA3A/2020,UK,,2020-04-23,17.0,B.1
,England/BRIS-12F4E0/2020,UK,,2020-04-13,16.0,B.1
,England/BRIS-12F6EA/2020,UK,,2020-03-08,11.0,B.1.1
,England/BRIS-12E4D2/2020,UK,,2020-04-17,16.0,B.1.117
,England/BRIS-12F978/2020,UK,,2020-03-30,14.0,B.1
,England/BRIS-12EE3E/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12FA2A/2020,UK,,2020-04-03,14.0,B.2.1
,England/BRIS-12F028/2020,UK,,2020-04-24,17.0,B.1.1.7
,England/BRIS-12EAC1/2020,UK,,2020-04-23,17.0,B.1.1.35
,England/BRIS-12EC16/2020,UK,,2020-04-25,17.0,B.1.1.35
,England/BRIS-12E5A2/2020,UK,,2020-04-20,17.0,B.1.1
,England/BRIS-12F161/2020,UK,,2020-04-12,16.0,B.1.1
,England/BRIS-12EEB6/2020,UK,,2020-04-22,17.0,B.2
,England/BRIS-12ED9B/2020,UK,,2020-04-21,17.0,B.1.1.10
,England/BRIS-12F608/2020,UK,,2020-03-06,10.0,B.1.98
,England/BRIS-12FAEE/2020,UK,,2020-04-03,14.0,B.1.1
,England/BRIS-12F36B/2020,UK,,2020-04-13,16.0,B.1
,England/BRIS-12F046/2020,UK,,2020-04-25,17.0,B.1.77
,England/BRIS-12F5FC/2020,UK,,2020-03-04,10.0,B.1.1
,England/BRIS-12E5DF/2020,UK,,2020-04-20,17.0,B.1.13
,England/BRIS-12F486/2020,UK,,2020-04-10,15.0,B.1
,England/BRIS-12E6FA/2020,UK,,2020-04-20,17.0,B.1.1.64
,England/BRIS-12E89A/2020,UK,,2020-04-23,17.0,B.1
,England/BRIS-12F1E9/2020,UK,,2020-04-13,16.0,B.1
,England/BRIS-12F83F/2020,UK,,2020-03-15,12.0,B
,England/BRIS-12EDD7/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12F671/2020,UK,,2020-03-05,10.0,B.2.2
,England/BRIS-12EE89/2020,UK,,2020-04-22,17.0,B.1
,England/BRIS-12EA67/2020,UK,,2020-04-21,17.0,B.1
,England/BRIS-12F2AA/2020,UK,,2020-04-13,16.0,B.1.1.10
,England/BRIS-12FA57/2020,UK,,2020-04-03,14.0,B.1.1
,England/BRIS-12EAD0/2020,UK,,2020-04-23,17.0,B.1.1.35
,England/BRIS-12EDF5/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12F43B/2020,UK,,2020-04-13,16.0,B.2
,England/BRIS-12EFE0/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12FB18/2020,UK,,2020-04-03,14.0,B.1.1
,England/BRIS-12E91F/2020,UK,,2020-04-23,17.0,B.1.1
,England/BRIS-12F750/2020,UK,,2020-03-09,11.0,B.1
,England/BRIS-12E6AF/2020,UK,,2020-04-19,17.0,B.1.1
,England/BRIS-12F547/2020,UK,,2020-04-09,15.0,B.2.1
,England/BRIS-12ECDA/2020,UK,,2020-04-21,17.0,B.1.1.35
,England/BRIS-12EE01/2020,UK,,2020-04-22,17.0,B.1.1
,England/BRIS-12E654/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12F69F/2020,UK,,2020-03-07,10.0,B.1.98
,England/BRIS-12EA49/2020,UK,,2020-04-23,17.0,B.1
,England/BRIS-12F222/2020,UK,,2020-04-12,16.0,B.1
,England/BRIS-12F231/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12EB64/2020,UK,,2020-04-24,17.0,B.1.1
,England/BRIS-12F2F5/2020,UK,,2020-04-14,16.0,B.1.1
,England/BRIS-12F8E4/2020,UK,,2020-03-30,14.0,B.1.1
,England/BRIS-12F143/2020,UK,,2020-04-10,15.0,B.1.81
,England/BRIS-12F6AE/2020,UK,,2020-03-06,10.0,B.1.1
,England/BRIS-12F3C5/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12F714/2020,UK,,2020-03-10,11.0,B.1.1
,England/BRIS-12E93D/2020,UK,,2020-04-23,17.0,B.1.1
,England/BRIS-12EDB9/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12F583/2020,UK,,2020-03-02,10.0,B.1.1
,England/BRIS-12F26E/2020,UK,,2020-04-13,16.0,B.1
,England/BRIS-12F25F/2020,UK,,2020-04-13,16.0,B.1.1.10
,England/BRIS-12F1CB/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12F037/2020,UK,,2020-04-24,17.0,B.1.1
,England/BRIS-12E900/2020,UK,,2020-04-22,17.0,B.1.1
,England/BRIS-12E803/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12EA2B/2020,UK,,2020-04-23,17.0,B.1.1
,England/BRIS-12EBCE/2020,UK,,2020-04-24,17.0,B.1.1.35
,England/BRIS-12E627/2020,UK,,2020-04-20,17.0,B.2.1
,England/BRIS-12E584/2020,UK,,2020-04-20,17.0,B.1.1.35
,England/BRIS-12FB54/2020,UK,,2020-04-04,14.0,B.1.1
,England/BRIS-12EA58/2020,UK,,2020-04-22,17.0,B.1
,England/BRIS-12E618/2020,UK,,2020-04-20,17.0,B.1.1
,England/BRIS-12F134/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12F301/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12E5EE/2020,UK,,2020-04-20,17.0,B
,England/BRIS-12F565/2020,UK,,2020-02-29,9.0,B.1.98
,England/BRIS-12FAC0/2020,UK,,2020-04-03,14.0,B.1.5
,England/BRIS-12FAFD/2020,UK,,2020-04-03,14.0,B.1.1
,England/BRIS-12FB09/2020,UK,,2020-04-03,14.0,B.1.1
,England/BRIS-12ECBC/2020,UK,,2020-04-21,17.0,B.1.1.35
,England/BRIS-12E79D/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12F0BF/2020,UK,,2020-04-23,17.0,B.1.1.10
,England/BRIS-12F019/2020,UK,,2020-04-24,17.0,B.1.1
,England/BRIS-12F93C/2020,UK,,2020-03-30,14.0,B.1
,England/BRIS-12F32F/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12E5FD/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12F064/2020,UK,,2020-04-22,17.0,B.1.1
,England/BRIS-12ED6E/2020,UK,,2020-04-20,17.0,B.1.1.35
,England/BRIS-12F969/2020,UK,,2020-03-30,14.0,B.1
,England/BRIS-12EE7A/2020,UK,,2020-04-22,17.0,B.1.1
,England/BRIS-12EBA0/2020,UK,,2020-04-25,17.0,B.1
,England/BRIS-12E7AC/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12E4A5/2020,UK,,2020-04-19,17.0,B.1.72
,England/BRIS-12EE4D/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12F95A/2020,UK,,2020-03-31,14.0,B.2.1
,England/BRIS-12E4B4/2020,UK,,2020-04-20,17.0,B.1.1.44
,England/BRIS-12F6F9/2020,UK,,2020-03-10,11.0,B.1
,England/BRIS-12F592/2020,UK,,2020-03-03,10.0,B.1.98
,England/BRIS-12EB73/2020,UK,,2020-04-24,17.0,B.1.1
,England/BRIS-12F42C/2020,UK,,2020-04-13,16.0,B.1.1
,England/BRIS-12F41D/2020,UK,,2020-04-12,16.0,B.1.1
,England/BRIS-12E663/2020,UK,,2020-04-20,17.0,B.1.1
,England/BRIS-12FA1B/2020,UK,,2020-04-03,14.0,B.1.1
,England/BRIS-12F85D/2020,UK,,2020-03-26,13.0,B.1.1
,England/BRIS-12E95B/2020,UK,,2020-04-23,17.0,B.1.1
,England/BRIS-12F44A/2020,UK,,2020-04-13,16.0,B.2
,England/BRIS-12F4B3/2020,UK,,2020-04-13,16.0,B.1.1.35
,England/BRIS-12F529/2020,UK,,2020-04-12,16.0,B.1.1
,England/BRIS-12EC9E/2020,UK,,2020-04-22,17.0,B.2.1
,England/BRIS-12F18F/2020,UK,,2020-04-11,15.0,B.1.81
,England/BRIS-12E94C/2020,UK,,2020-04-22,17.0,B.1.1
,England/BRIS-12E9F1/2020,UK,,2020-04-23,17.0,B.1.1.35
,England/BRIS-12EAEF/2020,UK,,2020-04-24,17.0,B.1.1
,England/BRIS-12F9D2/2020,UK,,2020-04-03,14.0,B.1.1.35
,England/BRIS-12E715/2020,UK,,2020-04-20,17.0,B.1.1.64
,England/BRIS-12EF0E/2020,UK,,2020-04-23,17.0,B.1.1
,England/BRIS-12EEC5/2020,UK,,2020-04-22,17.0,B.1.72
,England/BRIS-12FA66/2020,UK,,2020-04-03,14.0,B.1.160.1
,England/BRIS-12E593/2020,UK,,2020-04-20,17.0,B.1.1.35
,England/BRIS-12F653/2020,UK,,2020-03-05,10.0,B.2
,England/BRIS-12F389/2020,UK,,2020-04-13,16.0,B.1
,England/BRIS-12F3B6/2020,UK,,2020-04-13,16.0,B.1.1.10
,England/BRIS-12F78D/2020,UK,,2020-03-10,11.0,B.1.1.71
,England/BRIS-12E751/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12E742/2020,UK,,2020-04-21,17.0,B.1.1
,England/BRIS-12F3F2/2020,UK,,2020-04-13,16.0,B.1
,England/BRIS-12F073/2020,UK,,2020-04-23,17.0,B.1.1
,England/BRIS-12F9A5/2020,UK,,2020-03-24,13.0,B.1.1.35
,Scotland/EDB6575/2020,UK,,2020-05-09,19.0,B.1.5
,Scotland/EDB6599/2020,UK,,2020-06-03,23.0,B.1.5
,Scotland/EDB6577/2020,UK,,2020-05-10,20.0,B.1.5
,Scotland/EDB6586/2020,UK,,2020-05-13,20.0,B.1.5
,Scotland/EDB6600/2020,UK,,2020-06-22,26.0,B.1.5.21
,Scotland/EDB6582/2020,UK,,2020-05-12,20.0,B.1.1.35
,Scotland/EDB6583/2020,UK,,2020-05-12,20.0,B.1.1.35
,Scotland/EDB6581/2020,UK,,2020-05-12,20.0,B.1.5
,Scotland/EDB6584/2020,UK,,2020-05-12,20.0,B.1.5
,Scotland/EDB6588/2020,UK,,2020-05-14,20.0,B.1.5
,Scotland/EDB6578/2020,UK,,2020-05-10,20.0,B.1.5
,Scotland/EDB6591/2020,UK,,2020-05-21,21.0,B.1.89
,Scotland/EDB6585/2020,UK,,2020-05-12,20.0,B.1.1.35
,Scotland/EDB6576/2020,UK,,2020-05-09,19.0,B.1.5
,Scotland/EDB6587/2020,UK,,2020-05-14,20.0,B.1.5
,Scotland/EDB6579/2020,UK,,2020-05-10,20.0,B.1.5
,Scotland/EDB6568/2020,UK,,2020-05-12,20.0,B.1.1.35
,Scotland/EDB6590/2020,UK,,2020-05-20,21.0,B.1.5
,Scotland/EDB6573/2020,UK,,2020-05-24,22.0,B.1.5
,Scotland/EDB6569/2020,UK,,2020-05-14,20.0,B.1.1.35
,England/SHEF-D2A09/2020,UK,,2020-04-26,18.0,B.1.1.35
,England/SHEF-CC4C8/2020,UK,,2020-04-26,18.0,B.1.1.35
,England/SHEF-CD649/2020,UK,,2020-04-22,17.0,B.9
,England/SHEF-C6974/2020,UK,,2020-04-25,17.0,B.1.1.35
,England/SHEF-CB9AC/2020,UK,,2020-04-24,17.0,B.1.1.35
,England/SHEF-C7481/2020,UK,,2020-04-26,18.0,B.1.1
,England/SHEF-D283C/2020,UK,,2020-04-23,17.0,B.2.1
,England/SHEF-C9E54/2020,UK,,2020-05-11,20.0,B.1.1.35
,England/SHEF-D03B5/2020,UK,,2020-05-11,20.0,B.1.1.35
,England/SHEF-C2116/2020,UK,,2020-04-26,18.0,B.1.1
,England/SHEF-D01D9/2020,UK,,2020-04-24,17.0,B.1.1
,England/SHEF-C2082/2020,UK,,2020-04-24,17.0,B.1.79
,England/SHEF-C54CF/2020,UK,,2020-04-23,17.0,B.1.1.44
,England/SHEF-D2368/2020,UK,,2020-04-23,17.0,B.1.1.35
,England/SHEF-C658F/2020,UK,,2020-04-25,17.0,B.1.1
,England/SHEF-CA07B/2020,UK,,2020-04-25,17.0,B.1.1.35
,England/SHEF-D0EE1/2020,UK,,2020-04-25,17.0,B.1.1.35
,England/SHEF-CEB3A/2020,UK,,2020-04-26,18.0,B.1.1
,England/SHEF-C7032/2020,UK,,2020-04-24,17.0,B.1.1
,England/SHEF-CB64B/2020,UK,,2020-04-24,17.0,B.1.176
,England/SHEF-D00CD/2020,UK,,2020-04-25,17.0,B.1.1
,England/SHEF-C783A/2020,UK,,2020-05-12,20.0,B.1.1.35
,England/SHEF-C1830/2020,UK,,2020-05-13,20.0,B.1.79
,England/BIRM-61340/2020,UK,,2020-04-28,18.0,B.1.1
,England/NORT-29F71E/2020,UK,,2020-04-29,18.0,B.1.5.25
,England/NORT-2979A7/2020,UK,,2020-04-21,17.0,B.1.5
,England/NORT-29D473/2020,UK,,2020-05-03,19.0,B.1.1
,England/NORT-29DE2A/2020,UK,,2020-05-06,19.0,B.1
,England/NORT-295F98/2020,UK,,2020-04-12,16.0,B.1
,England/NORT-29C85A/2020,UK,,2020-04-23,17.0,B.1.1
,England/NORT-29ECD4/2020,UK,,2020-05-10,20.0,B.1.93
,England/NORT-29E1C6/2020,UK,,2020-05-06,19.0,B.1.1
,England/NORT-297C62/2020,UK,,2020-04-24,17.0,B.1.1
,England/NORT-29D965/2020,UK,,2020-05-10,20.0,B.1.1.35
,England/NORT-2986FA/2020,UK,,2020-04-22,17.0,B.2
,England/NORT-29C7F3/2020,UK,,2020-04-23,17.0,B.1.98
,England/NORT-29E59D/2020,UK,,2020-05-05,19.0,B.1.1.1
,England/NORT-29E2D2/2020,UK,,2020-05-05,19.0,B.1.1
,England/NORT-29D200/2020,UK,,2020-05-04,19.0,B.1.1
,England/NORT-29EAF8/2020,UK,,2020-05-11,20.0,B.1.98
,England/NORT-297D14/2020,UK,,2020-04-24,17.0,B.1.98
,England/NORT-29CE67/2020,UK,,2020-04-30,18.0,B.1.1
,England/NORT-298706/2020,UK,,2020-04-22,17.0,B.2
,England/NORT-29E15D/2020,UK,,2020-05-05,19.0,B.1.1
,England/NORT-29E700/2020,UK,,2020-04-30,18.0,B.1.1
,England/NORT-29E06F/2020,UK,,2020-05-06,19.0,B.1.1.1
,England/NORT-29DC6C/2020,UK,,2020-05-05,19.0,B.1.1
,England/NORT-29800B/2020,UK,,2020-04-28,18.0,B.1.1
,England/NORT-29D9DE/2020,UK,,2020-05-07,19.0,B.1.1
,England/NORT-298250/2020,UK,,2020-04-28,18.0,B.1.3
,England/NORT-2985B1/2020,UK,,2020-04-22,17.0,B.1.1.35
,England/NORT-2972AC/2020,UK,,2020-04-27,18.0,B.2
,England/NORT-29DEFD/2020,UK,,2020-05-06,19.0,B.1.1
,England/NORT-29DC20/2020,UK,,2020-05-07,19.0,B.1.77
,England/NORT-29DBBA/2020,UK,,2020-05-07,19.0,B.1.1
,England/NORT-29D91A/2020,UK,,2020-05-10,20.0,B.1
,England/NORT-29DC7B/2020,UK,,2020-05-07,19.0,B.1.1
,England/NORT-297D23/2020,UK,,2020-04-24,17.0,B.1.1
,England/NORT-2979C5/2020,UK,,2020-04-22,17.0,B.1
,England/NORT-296DE8/2020,UK,,2020-04-28,18.0,B.1.1
,England/NORT-29D895/2020,UK,,2020-05-10,20.0,B.1.1.35
,England/NORT-297F1E/2020,UK,,2020-04-29,18.0,B.2.2
,England/NORT-297D6F/2020,UK,,2020-04-23,17.0,B.1
,England/NORT-29E0E7/2020,UK,,2020-05-05,19.0,B.1.1.35
,England/NORT-29EE1A/2020,UK,,2020-05-11,20.0,B.1.1.35
,England/NORT-297D41/2020,UK,,2020-04-24,17.0,B.1.1
,England/NORT-2961CE/2020,UK,,2020-05-19,21.0,B.1.1
,England/NORT-29EA43/2020,UK,,2020-05-11,20.0,B.10
,England/NORT-29827E/2020,UK,,2020-04-28,18.0,B.1.1
,England/NORT-29E71F/2020,UK,,2020-04-30,18.0,B.1.1
,England/NORT-29C76C/2020,UK,,2020-04-23,17.0,B.1.1
,England/NORT-297A77/2020,UK,,2020-04-24,17.0,B.1.1
,England/NORT-297B1A/2020,UK,,2020-04-24,17.0,B.1.1.35
,England/NORT-29702A/2020,UK,,2020-04-23,17.0,B.1.1
,England/NORT-29EABC/2020,UK,,2020-05-11,20.0,B.1.1.35
,England/NORT-29D507/2020,UK,,2020-05-08,19.0,B.1.1
,England/NORT-29DA44/2020,UK,,2020-05-07,19.0,B.1.1
,England/NORT-297D32/2020,UK,,2020-04-24,17.0,A.5
,England/NORT-297DBA/2020,UK,,2020-04-24,17.0,B.1.1
,England/NORT-296D42/2020,UK,,2020-04-27,18.0,B.1.77
,England/NORT-29D2A6/2020,UK,,2020-05-04,19.0,B.1.1
,England/NORT-297ED5/2020,UK,,2020-04-29,18.0,B.1.1
,England/NORT-29F189/2020,UK,,2020-05-12,20.0,B.1.1
,England/NORT-29EEDE/2020,UK,,2020-05-11,20.0,B.1.1
,England/NORT-29EE38/2020,UK,,2020-05-11,20.0,B.1.1
,England/NORT-297A59/2020,UK,,2020-04-24,17.0,B.1.77
,England/NORT-29EADA/2020,UK,,2020-05-12,20.0,B.1.1
,England/NORT-29D3EF/2020,UK,,2020-05-03,19.0,B.1.1.35
,England/NORT-297163/2020,UK,,2020-04-23,17.0,B.1.1
,England/NORT-29E005/2020,UK,,2020-05-06,19.0,B.1.98
,England/NORT-296BDF/2020,UK,,2020-04-28,18.0,B.1
,England/NORT-296B84/2020,UK,,2020-04-28,18.0,B.3
,England/NORT-29D67D/2020,UK,,2020-05-08,19.0,B.1.1
,England/NORT-29EDFF/2020,UK,,2020-05-11,20.0,B.1.3
,England/NORT-297075/2020,UK,,2020-04-23,17.0,B.1.1
,England/NORT-29D3C1/2020,UK,,2020-05-03,19.0,B.1.1
,England/NORT-29DBC9/2020,UK,,2020-05-07,19.0,B.1.1
,England/NORT-29D947/2020,UK,,2020-05-10,20.0,B.1.1
,England/NORT-29E83A/2020,UK,,2020-04-30,18.0,B.1.93
,England/NORT-296E5E/2020,UK,,2020-04-28,18.0,B.2.1
,England/NORT-297B83/2020,UK,,2020-04-24,17.0,B.1.1
,England/NORT-297048/2020,UK,,2020-04-24,17.0,B.1.1
,England/NORT-29D9A1/2020,UK,,2020-05-07,19.0,B.1
,England/NORT-29C84B/2020,UK,,2020-04-23,17.0,B.1.98
,England/NORT-29DD96/2020,UK,,2020-05-06,19.0,B.1.1
,England/NORT-29EC5C/2020,UK,,2020-05-12,20.0,B.1.1
,England/NORT-29E16C/2020,UK,,2020-05-05,19.0,B.1.5
,England/NORT-29700C/2020,UK,,2020-04-24,17.0,B.1.1
,England/NORT-296DAC/2020,UK,,2020-04-27,18.0,B.1.77
,England/NORT-296C09/2020,UK,,2020-04-28,18.0,B.1.1
,England/NORT-29ED1D/2020,UK,,2020-05-10,20.0,B.1.1
,England/NORT-29C82D/2020,UK,,2020-04-23,17.0,B.1.1
,England/NORT-297A0E/2020,UK,,2020-04-22,17.0,B.1.5.25
,England/NORT-2980ED/2020,UK,,2020-04-28,18.0,B.1.1.1
,England/NORT-29E4DC/2020,UK,,2020-04-30,18.0,B.2.2
,England/NORT-297154/2020,UK,,2020-04-23,17.0,B.1.1
,England/NORT-296FE2/2020,UK,,2020-04-23,17.0,B.1.5
,England/NORT-296BA2/2020,UK,,2020-04-28,18.0,B.1
,England/NORT-29E4FA/2020,UK,,2020-05-05,19.0,B.1.1.1
,England/NORT-29EACB/2020,UK,,2020-05-12,20.0,B.1.1.1
,England/NORT-298663/2020,UK,,2020-04-22,17.0,B.1.5
,England/NORT-29F4EA/2020,UK,,2020-04-30,18.0,B.1.1
,England/NORT-297AD1/2020,UK,,2020-04-22,17.0,B.1.1
,England/NORT-296E30/2020,UK,,2020-04-27,18.0,B.1.77
,England/NORT-297F2D/2020,UK,,2020-04-29,18.0,B.1.1
,England/NORT-297BA1/2020,UK,,2020-04-24,17.0,B.1.77
,England/NORT-29E946/2020,UK,,2020-05-05,19.0,B.1.1.35
,England/NORT-29C6AB/2020,UK,,2020-04-23,17.0,B.1.1
,England/NORT-29D0BB/2020,UK,,2020-05-04,19.0,B.1.1
,England/NORT-29D886/2020,UK,,2020-05-10,20.0,B.1.1
,England/NORT-297181/2020,UK,,2020-04-23,17.0,B.1
,England/NORT-29D446/2020,UK,,2020-05-03,19.0,B.1.1
,England/NORT-296DCA/2020,UK,,2020-04-28,18.0,B.1.1
,England/NORT-29E24B/2020,UK,,2020-05-06,19.0,B.1.1
,England/NORT-29D4BF/2020,UK,,2020-05-08,19.0,B.1.98
,England/NORT-29F57E/2020,UK,,2020-04-30,18.0,B.1.1
,England/NORT-29C9DF/2020,UK,,2020-04-30,18.0,B.1.1
,England/NORT-29E6D6/2020,UK,,2020-05-05,19.0,B.1.1.1
,England/NORT-296DF7/2020,UK,,2020-04-28,18.0,B.1.1
,England/NORT-296ED6/2020,UK,,2020-04-27,18.0,B.1.77
,England/NORT-297CBD/2020,UK,,2020-04-24,17.0,B.1
,England/NORT-29E22D/2020,UK,,2020-05-06,19.0,B.1.1
,England/NORT-29E8A3/2020,UK,,2020-04-30,18.0,B.1.1
,England/NORT-29DB23/2020,UK,,2020-05-07,19.0,B.1.1.1
,England/NORT-297145/2020,UK,,2020-04-23,17.0,B.1.1
,England/NORT-297B92/2020,UK,,2020-04-24,17.0,B.1.1
,England/NORT-29E9EC/2020,UK,,2020-05-11,20.0,B.1.1
,England/NORW-EA52B/2020,UK,,2020-06-17,25.0,B.1.1
,England/PORT-2D12B5/2020,UK,,2020-03-24,13.0,B.1.1.64
,England/PORT-2D13A3/2020,UK,,2020-03-24,13.0,B.2.1
,England/PORT-2D12E2/2020,UK,,2020-03-26,13.0,B.2.2
,England/PORT-2D13EF/2020,UK,,2020-03-24,13.0,B.1.1.44
,England/PORT-2D12C4/2020,UK,,2020-03-24,13.0,B.2.1
,England/PORT-2D1376/2020,UK,,2020-03-24,13.0,B.2.1
,England/PORT-2D13FE/2020,UK,,2020-03-25,13.0,B.2.1
,England/PORT-2D12F1/2020,UK,,2020-03-24,13.0,B.1.1.10
,England/PORT-2D133A/2020,UK,,2020-03-25,13.0,B.3
,England/PORT-2D1367/2020,UK,,2020-03-26,13.0,B.2.1
,England/PORT-2D13B2/2020,UK,,2020-03-25,13.0,B.1
,England/PORT-2D12D3/2020,UK,,2020-03-25,13.0,B.2.1
,England/PORT-2D131C/2020,UK,,2020-03-26,13.0,B.1
,England/PORT-2D13D0/2020,UK,,2020-03-26,13.0,B.1.1
,England/PORT-2D132B/2020,UK,,2020-03-25,13.0,B.2.1
,England/PORT-2D130D/2020,UK,,2020-03-26,13.0,B.1.1
,England/PORT-2D1349/2020,UK,,2020-03-25,13.0,B.1.1.35
,England/PORT-2D1394/2020,UK,,2020-03-26,13.0,B.2.1
,England/PORT-2D1385/2020,UK,,2020-03-25,13.0,B.1
